2019-09-04 10:53 37f91c32186a3d0d4e77f52d4969230b529ad155 53837507505
2019-09-04 15:57 98634c2e11d837b7519b93ed922b05259762e3c8 47418341481
2019-09-04 18:09 5309189d9b3e03f68fdd04b4372fc73ddc07f98e 47417695107
2019-09-04 20:22 d9af712da44d960c58310718d9ccbf7056566b98 47422079398
2019-09-04 22:35 4228245e41197528c3aeb7f6dbf03b6e873d16af 47419919500
2019-09-05 00:48 2df41a8e38976de5a161b2cd06bc5d1e0136df74 47417520640
2019-09-05 03:06 b78324fc4087f0d9faf66ece89438a84041d5fa8 47419174649
2019-09-05 05:23 33b8a55329b9a968e4f2d859610d638d7fb394e5 47419184605
2019-09-05 07:37 281f2e2c37f35598766d3ffcaec2b558add14ee0 47420384506
2019-09-06 03:03 35548e80d67dd0d6e61c489432cfb1dafe0ddb65 47833661001
2019-09-06 10:58 dee0702b2a9d3769a32a420c36fddef556672a06 47830874796
2019-09-07 03:05 28328c3771e4241366ecb7aba8963dc92b3065d7 47828822401
2019-10-07 22:33 6e1a0cf46bae77e1a83416f9479884cbb5e0164a 47541479674
2019-10-08 03:43 2b9f0b064b48cd14298be7ce99549da0cd5d5596 47545261728
2019-10-08 16:55 537225a6a352f66f3b536b27359786dcca919a80 47548396215
2019-10-09 13:00 2caa3a265c53e303fedebc89d2bcc776ed6e6ff3 47545118808
2019-10-10 03:45 da6cb7ba4c730e2b9ff4fc8508981483c20a0ab5 45571716188
2019-10-11 03:46 887707e29d31a2214dad16fcfecaab9e1de53d67 45574263759
2019-10-12 03:50 f87fe45d5c3fd222029b33960e83189cb56a23b7 45554785378
2019-10-13 03:52 e95d1ca1e2e24ffddd10bd890ed18280b8e415a2 45553343513
2019-10-14 03:55 e4300c392de28b659749d77b415b4903786caa0c 45553854714
2019-10-15 15:18 4706f3be88d9cb530afb32b8d9d2bd5bfde2c881 45555791339
2019-10-16 03:57 61dadfc894c566ce0af6163159ba0ba76d8007ad 45555301339
2019-10-17 03:50 25181660425aa8feb9a4d4039513396e3f78dac0 45559138970
2019-10-18 03:51 03819d1c80ad5d7b34f8fe0d375fcd2ef6aa5e7f 45575791665
2019-10-19 03:49 3b113a2be6dc9a614bd5c95138a6c34d44fe67d9 45577572197
2019-11-20 13:21 19ddba95513af4e673ce6724e3a87077c278354c 45165398909
2019-11-21 03:59 8a0aa5310bccbb42d16d11db090419fcefdd1376 45161263129
2019-11-22 04:00 46c7fc22cfb14a5b4445261c3ae849242f4d2ff9 45164977634
2019-11-23 03:57 4506afe3ca3bda5399a1c0f3ce92f45c670a1930 45166226035
2019-11-24 03:54 9e260c12bce77c80aa4da64ac44874687c684580 45166735724
2019-11-25 03:56 e8a4e5892bd83a21451b74ebd0f41129be9f3267 45165620551
2019-11-26 03:54 5906fb682da1a037061dae146254a7b79d648604 45169185501
2019-11-27 04:00 df773ebb5f8ff54cda385f4491ff877464228c18 45166360346
2019-11-28 04:00 5272d2a3a43b21dadb61a8320c14df94db89acc1 45167959171
2019-12-02 15:01 8ab3b4defd90a10db042ec80e61160a32e5403c0 45167449399
2019-12-03 03:54 64f74bf72eb484aa32e1104050cb54745116decf 45165889961
2019-12-04 03:54 06911aee7f86c9dd6ecf16a4b5361fb72f5bc9f1 45170389975
2019-12-05 03:56 e1a7d042c36509a385668ee04ddb3dad3241f503 45165709226
2019-12-06 03:57 e503fd85d3ac9d3e1493a7a63bc43c6939e132cc 45170583816
2019-12-07 04:06 2e8dc8590d8b412a131b127e7aa4aad0d7fc7fa0 45174752268
2019-12-08 03:55 c49194969430f0ee817498a7000a979a7a0ded03 45172755143
2019-12-09 03:59 761dd780eaad02b8f3258e279cd21408b2067baf 45173075407
2019-12-10 03:58 7c69a03c56601a55f47f29ea59e33c37e62db556 45165865598
2019-12-11 03:57 70e3d0ea55e8b9385168d389fcba16a283f20214 45167069206
2019-12-12 03:58 b3c06db45611152f4ec22670bd83f4354078e6a7 45161036105
2019-12-13 03:59 479868646a6a3a83dda482e8da26f77a1a39c58d 45160261356
2019-12-14 03:58 8731799fc6cf70bf4de5688ada506a222272a6a2 45163462182
2019-12-15 04:03 1dc0c8af5e7d330bcbe23e4d88502e6b7f5135b8 45163844414
2019-12-16 04:07 fdb408f348f91f8eb4ecc32527aebfb6286e55cb 45163122682
2019-12-17 04:03 204dfabfe68a978620258baaa0bacb55cbd6859d 45161629624
2019-12-18 04:02 c36773c78eb52ae0c549dc286a441af0d1b8b712 45161537701
2019-12-19 04:06 48999eb398ebec72fdf7194f5d2605dd3c799caf 45159312139
2019-12-20 04:03 93ac81cc9d2cbd24830125b64156d0a7da206d99 45162577713
2019-12-21 04:06 07815fc1b72e68ab7e0ed2bad176ca6addf9463c 45162203726
2019-12-22 04:05 4164be7206d740b77b5a7b4b2f859ed122d08c10 45159267338
2019-12-23 04:07 2046d72e91670114625c87e122db6e013ba089d5 45161964601
