2018-07-17 02:53 58a242aa671091e411e1b033b9354e6f73a76def 1052306620
2018-07-17 05:05 58a242aa671091e411e1b033b9354e6f73a76def 1051338192
2018-07-18 00:00 73aaf7641c8f4fc48779f146d02e4063418f965f 1052119844
2018-07-18 02:45 73aaf7641c8f4fc48779f146d02e4063418f965f 1052674144
2018-07-18 12:43 9169df84931ba2d14e30abfffece80b20a353657 1051307479
2018-07-18 21:39 9169df84931ba2d14e30abfffece80b20a353657 1051870450
2018-07-18 21:44 9169df84931ba2d14e30abfffece80b20a353657 1052214371
2018-07-18 21:48 9169df84931ba2d14e30abfffece80b20a353657 1052473587
2018-07-19 12:41 30ef2c977691123821092cf52cc026940de5a42f 1051585326
2018-07-20 12:41 e5ba124379636935c36ad36019f581d9366d0833 1053847568
2018-07-21 12:37 e5ba124379636935c36ad36019f581d9366d0833 1054627840
2018-07-22 12:41 e5ba124379636935c36ad36019f581d9366d0833 1055808401
2018-07-23 12:41 e5ba124379636935c36ad36019f581d9366d0833 1054078819
2018-07-24 12:43 0617a06b6c7cd9b06465583daeb207ccd1cca4f6 1053892716
2018-07-25 12:50 d290170ef5948508949aa562d32b3ac06c295741 1054469035
2018-07-26 12:43 f8a71facf7fd7c48cb400dea2ead48396f2e1745 1061241307
2018-07-27 12:39 7ec21c24c7d9a10bf5836561d5fee47f2883ebd3 1061794942
2018-07-28 12:40 98295ab3683e164466054357e988184508237b9a 1061591759
2018-07-29 12:38 98295ab3683e164466054357e988184508237b9a 1061210515
2018-07-30 12:45 eb47ece810b45ae3389856cd96a543a4e20f7bb0 1061359002
2018-07-31 12:49 521fc58ea1a14cfe3681713775b5b413dfe1e7a1 1061271915
2018-08-01 12:55 a98bce74c6157d0c56ccab20eafe9eee492fb627 1061526506
2018-08-02 12:52 9a64f719914ece38c68a61d2fb5678e3b561932b 1062593416
2018-08-03 02:32 9a64f719914ece38c68a61d2fb5678e3b561932b 1062871633
2018-08-03 20:19 99c3f2c9e20b812d949a74cd1825612711fcbbce 1097252534
2018-08-03 20:25 99c3f2c9e20b812d949a74cd1825612711fcbbce 1096570223
2018-08-03 22:06 99c3f2c9e20b812d949a74cd1825612711fcbbce 1096728592
2018-08-03 22:19 99c3f2c9e20b812d949a74cd1825612711fcbbce 1096244646
2018-08-04 13:58 4fd1a45a69051afeb4e6dfcde7c4b863f9d5b589 1095535240
2018-08-05 13:53 c076d233b00a57157eff157127c46f4768d2eba9 1095370962
2018-08-06 13:57 799d0c26ce0b7aebef020d00959f03397ab74a76 1095491706
2018-08-07 14:01 6dcc661eda1182a3fda1b8b4952fc3b13f77d894 1094906601
2018-08-08 14:06 3600b37150fd84b187f396db270f447d9e9a3be7 1094462153
2018-08-09 14:03 a063373af4d295e48017ca218d1030aac13b0af5 1077389762
2018-08-10 13:50 e14404bf267370a20f39e5b7efc2f583f8885542 1077879596
2018-08-10 22:12 1774377b11a2ed36bc0f3c88515451dd81fd18b2 1078258008
2018-08-11 13:50 64f43c2811ea3d66928fec156d3fc22c81d4f5de 1078500668
2018-08-12 13:55 cd557a941515835223652aa7440d7c25ee1b4545 1078239934
2018-08-13 14:00 cd557a941515835223652aa7440d7c25ee1b4545 1078036200
2018-08-14 14:08 47392bbc1f093f7516376d91c72f2b413a97de6e 1077923100
2018-08-15 14:07 ed90cea1372b598081394eec1c197cc5d8aaad56 1078050218
2018-08-16 14:13 53c01b0d181e0b263ba8c4b99aaf35bb41d49bce 1078408691
2018-08-17 13:55 67a79a26cf1ba62fff190881a62f84e5ab66cdb7 1078015789
2018-08-18 13:51 7d69ed8475721689edf11bd3cebdac3adcbe1d4e 1078330500
2018-08-19 13:55 7d69ed8475721689edf11bd3cebdac3adcbe1d4e 1078248864
2018-08-20 14:01 eaeef3f617be9a3c447729181a208e37f9265722 1078278626
2018-08-21 14:01 f6f930a3608daf81441d3c9051fd9cff84eb6d58 1078562039
2018-08-22 13:47 5f0c51f2a37d8ada932a02672cb9d3c1ebee7f29 1078356808
2018-08-23 13:59 e70a9976694b6ba65b916465fbb3063c678c1feb 1082298755
2018-08-30 23:58 1f9877970ac2e55492547c3c5fc957205499fd23 1080785219
2018-08-31 14:09 1b0d455b54e5f15e3acfd3d2875e316beb17b1a9 1078908438
2018-09-01 14:12 733a51f0a31cc32a3a73027df376777f6868c951 1078702845
2018-09-02 14:05 423621eb6b3da0f7275ae2dc20b53d0960f6e36f 1079020798
2018-09-03 14:07 fe2cbc8639c54c3b8979a6c2d9d6eec834f00427 1079276455
2018-09-04 14:07 a6f47fd015cc5bc23c2c8bf152952bc90a260468 1078861888
2018-09-05 14:12 be282ca5ec4f63d9e50431e6388d633b6128fcff 1079284210
2018-09-06 14:02 a8d7125bb8eb189cd6a0edc0c1fb43f3f3d511c5 1079115584
2018-09-07 14:09 de242ce9c4f373a187f756ac8a4b127949eadf54 1078756973
2018-09-08 14:05 a7df784b1290d617e6bfdeee0e69d5cd86c786e8 1079008392
2018-09-09 13:56 02457b64434fe57f29ffd02e93992900439736ad 1079220528
2018-09-10 13:59 187b56555ef75b1e8ad24a2512e31824d3a710b8 1079298748
2018-09-11 13:57 0481d521ec24e131fc0b0b4d33066673dd8f888e 1079360457
2018-09-12 13:59 e0f20056a361a04c0634aa749fcde8495f685faf 1078869245
2018-09-13 14:09 aa687cf37354e8ed3bcc6c71236844577ba4ba96 1079561525
2018-09-14 14:09 db0a8e80295ad3786bde1dc980693f228eadcf5e 1082364844
2018-09-15 14:15 60c3aa038df6462d9293c7e99b509a16c3da1b51 1082654208
2018-09-16 14:01 3681a04ee947cc179c8e4c659fa8ee836b6fd6f6 1083210777
2018-09-17 14:04 3681a04ee947cc179c8e4c659fa8ee836b6fd6f6 1083064038
2018-09-18 14:28 a99c31d8ba72842a88f24dcc3b97c661699dc9c5 1082448373
2018-09-19 14:12 6413d140911303169f38613be07aaf9f7217abfa 1082846843
2018-09-20 14:20 33356d6e28f1b8497e9e2d368cc4915206ed3fc3 1082824941
2018-09-21 14:20 3eeca50886b4bca5ffbaf14d6f282bc0c0ef339d 1082593405
2018-09-22 14:15 8a91d4b9c513721553058becb489b00571a2a3a2 1083313503
2018-09-23 14:14 2af1ddf633adb609144d76dd1c0956bc48b5fe0b 1087944834
2018-09-24 14:12 2af1ddf633adb609144d76dd1c0956bc48b5fe0b 1083420064
2018-09-25 14:10 71d6f57f13d22cd9c9e09e0d9322ae3d91244145 1083631373
2018-09-26 13:25 99a5106715cdd2fd67ae15e6826525bf534b8d7e 1083215340
2018-09-27 13:32 a4eb6c2507e3a33f9f15148fc4d46bf6102676be 1082911193
2018-09-28 13:33 aa39fab91f2cdfc34649ff8e155b7ce2bb8ef53b 1083116332
